Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_morphsize,Rash size (skin) - widest diameter of any lesion,"1, Less than 0.5cm | 2, 0.5-0.99cm | 3, 1-1.99cm | 4, 2+ cm","This refers to the size of the skin rash, recorded as the widest diameter of any lesion in centimetres (cm).",Indicate the widest diameter of any skin lesion measured in centimetres (cm) on the day of assessment.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_skinles,Current skin lesion status,"1, There are active skin lesions | 2, There are skin lesions and none of them are active (lesions in the process of healing & resolving, including scabbed lesions) | 3, All skin lesions have completely resolved (all scabs have fallen off with intact skin) | 4, No skin lesions have developed to date","This refers to the status of the skin lesions. Active skin lesions refer to macules (flat lesions), papules (raised lesions), vesicles (raised and filled with clear fluid) or pustules (raised and filed with pus, an opaque fluid) which can develop a depression in the centre (umbilication) or ulcerate. Skin lesions which are not active refer to those which have begun to crust (dry) over, in the process of healing & resolving, to form scabs (consisting of dried serum, blood, or pus). Skin lesions which have completely resolved refer to all scabs having fallen off, leaving intact underlying skin.",Indicate the most appropriate dermatological status of the skin lesions on the day of assessment.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_res,Is there residual evidence of resolved skin lesions (scar/discolouration)?,"1, Yes | 0, No | 99, Unknown",This refers to the presence of sequalae secondary to resolved or resolving skin lesions i.e. lesions that are no longer active (including scabbed lesions and lesions where all scabs have fallen off with intact skin). This can include scars or discoloration.,"Indicate 'Yes', if there is residual evidence of resolved skin lesions on the day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mucos,Current mucosal lesion status,"1, There are mucosal lesions | 2, There is a history of mucosal lesions but none at present (all have resolved and mucosa is healed) | 3, No mucosal lesions have developed to date","This refers to the presence of mucosal membrane involvement. It includes the lining of the digestive tract, respiratory tract and genitourinary tract.",Select the single most appropriate option that represents the extent of mucosal involvement between 00:00 to 24:00 on day of assessment.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_orophar,If there are mucosal lesions: Persistent symptoms or signs of mucosal oropharyngeal lesions,"1, Yes | 0, No | 99, Unknown","This refers to the presence of mucosal membrane involvement in the oropharyngeal cavity, as evidenced by active mucosal lesions, erythema, inflammatory changes. Symptoms may include sore throat, painful ulcerations, painful or difficult swallowing.","Indicate 'Yes', if the patient had symptoms of mucosal oropharyngeal lesions between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_oropharles,Oro-pharyngeal ulcerated lesion (active),"1, Yes | 0, No | 99, Unknown",This refers to active ulcerated mucosal lesions in the area between the soft palate and the upper portion of the epiglottis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head,"Are there any lesions on the head, face or neck?","1, Yes | 0, No | 99, Unknown","This refers to presence of skin lesions involving the head, face or neck.","Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_type,"Type of head, face or neck lesions","1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the head, face or neck. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_type_oth,"Specify other type of head, face or neck lesions",,"This refers to the type of skin lesions involving the head, face or neck.","If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_num,"Number of head, face or neck lesions",,"This refers to the number of skin lesions involving the head, face or neck.","Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular,Are there any ocular lesions within the orbit?,"1, Yes | 0, No | 99, Unknown",This refers to the presence of ocular lesions.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_type,Type of ocular lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of ocular lesion. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_type_oth,Specify other type of ocular lesions,,This refers to the type of ocular lesion.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_num,Number of ocular lesions,,This refers to the number of ocular lesions.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso,Are there any lesions on the torso / trunk?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the torso / trunk.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_type,Type of torso / trunk lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the torso / trunk. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_type_oth,Specify other type of torso / trunk lesions,,This refers to the type of skin lesions involving the torso / trunk.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_num,Number of torso / trunk lesions,,This refers to the number of skin lesions involving the torso / trunk.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms,Are there any lesions on the arms and/or hands?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the arms and/or hands.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_type,Type of arms / hands lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the arms and/or hands. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_type_oth,Specify other type of arms / hands lesions,,This refers to the type of skin lesions involving the arms and/or hands.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_num,Number of arms / hands lesions,,This refers to the number of skin lesions involving the arms and/or hands.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs,Are there any lesions on the legs and/or feet?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the legs and/or feet.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_type,Type of legs / feet lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the legs and/or feet. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_type_oth,Specify other type of legs / feet lesions,,This refers to the type of skin lesions involving the legs and/or feet.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_num,Number of legs / feet lesions,,This refers to the number of skin lesions involving the legs and/or feet.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm,Are there any lesions on the palms?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the palms.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_type,Type of palm lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the palms. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_type_oth,If other: Specify other type of palm lesions,,This refers to the type of skin lesions involving the palms.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_num,Number of palm lesions,,This refers to the number of skin lesions involving the palms.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole,Are there any lesions on the soles?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the soles.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_type,Type of sole lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the soles. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_oth,If other: Specify other type of sole lesions,,This refers to the type of skin lesions involving the soles.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_num,Number of sole lesions,,This refers to the number of involving the soles.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit,Are there any lesions on the external genitalia?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the external genitalia.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_type,Type of external genitalia lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the external genitalia. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_type_oth,If other: Specify other type of external genitalia lesions,,This refers to the type of skin lesions involving the external genitalia.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_num,Number of external genitalia lesions,,This refers to the number of involving the external genitalia.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri,Are there any perianal lesions?,"1, Yes | 0, No | 99, Unknown",This refers to presence of skin lesions involving the perianal region.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_type,Type of perianal lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other","This refers to the type of skin lesions involving the perianal region. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_type_oth,Specify other type of perianal lesions,,This refers to the type of skin lesions involving the perianal region.,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_num,Number of perianal lesions,,This refers to the number of involving the perianal region.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mouth,Are there any lesions inside the mouth?,"1, Yes | 0, No | 99, Unknown",This refers to presence of mucosal lesions inside the mouth (oral cavity).,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mouth_stat,Inside mouth lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration","This refers to the status of mucosal lesions in the mouth (oral cavity). A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_vagin,Are there any lesions in the vaginal canal?,"1, Yes | 0, No | 99, Unknown",This refers to presence of mucosal lesions in the vaginal canal.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_vagin_stat,Vaginal canal lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration","This refers to the status of mucosal lesions in the vaginal canal. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_rectum,Are there any lesions in the rectum?,"1, Yes | 0, No | 99, Unknown",This refers to presence of mucosal lesions in the rectum.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_rectum_stat,Rectal lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration | 4, Tenesmus","This refers to the status of mucosal lesions in the rectum. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_anorec,Ano-rectitis,"1, Yes | 0, No | 99, Unknown",Defined as inflammation of the mucosal membranes of the anus and/or rectum which can be accompanied by pain or bleeding.,"Indicate 'Yes', if the patient experienced this at any time during the date of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis,Are there any lesions on the penis?,"1, Yes | 0, No | 99, Unknown",This refers to presence of mucosal lesions on the penis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis_stat,Penile lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration","This refers to the status of mucosal lesions on the penis. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite,Other site(s),"1, Yes | 0, No | 99, Unknown",This refers to presence of mucosal lesions involving other site(s).,"Indicate 'Yes', if there are active lesions involving other site(s) between 00:00 to 24:00 on day of assessment, not specified above."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite_spec,Specify other site(s),,This refers to presence of mucosal lesions involving other site(s).,"If 'Yes', write the location of mucosal lesions involving other site(s)."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othstat,Other site(s) lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration","This refers to the status of mucosal lesions involving other site(s). A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_24hr,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assessed by patients),"1, Yes | 0, No | 99, Unknown",This refers to appearance of a new skin or mucosal lesion(s) in the previous 24-hours.,"Indicate 'Yes', if new lesions have appeared in the previous 24-hours."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sl,Estimated total number of skin lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Document only skin lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of skin lesions between 00:00 to 24:00 on day of assessment.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ml,Estimated total number of mucosal lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Document only  mucosal lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of mucosal lesions between 00:00 to 24:00 on day of assessment.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain,Pain at any skin lesion site(s),"1, Yes | 0, No | 99, Unknown","This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the skin lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain_score,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain,Pain at any mucosal lesion site(s),"1, Yes | 0, No | 99, Unknown","This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the mucosal lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment."
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain_score,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_desc,Describe any other lesion complication(s),,This refers to other lesion complication(s) which have not been specified above.,"Describe other lesion complication(s) that occurred or were first identified between 00:00 to 24:00 on day of assessment, that have not been specified above."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_dailydata,Enter Treatments & Interventions data for this date?,"1, Yes | 0, No",This section refers to treatments or interventions that are typically conducted and recorded in the emergency room and/or the ward or acute medical unit to which the patient was admitted between 00:00 and 24:00 hours on day of assessment.,"Indicate 'Yes', if treatments or interventions were conducted and recorded between 00:00 and 24:00 hours on day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid,Any fluids prescribed,"1, Yes | 0, No | 99, Unknown","This refers to any prescribed fluids (oral or intravenous), excluding those the patient consumes in a non-prescribed dietary manner.","Indicate 'Yes', if the patient was received oral rehydration fluids between 00:00 and 24:00 hours on day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oral,Oral rehydration,"1, Yes | 0, No | 99, Unknown","This refers to oral (enteral) rehydration fluids, excluding those the patient consumes in a non-prescribed dietary manner.","Indicate 'Yes', if the patient received oral rehydration fluids between 00:00 and 24:00 hours on day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oralvol,Oral rehydration volume (mL/24 hours),,"This refers to oral (enteral) rehydration fluids, excluding those the patient consumes in a non-prescribed dietary manner.","If 'Yes', record the amount of oral rehydration fluids given between 00:00 and 24:00 on day of assessment in millilitres (mL)."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parent,Intravenous (parenteral) fluids,"1, Yes | 0, No | 99, Unknown","This refers to intravenous fluids, adminstered via a central or peripheral catheter into the venous system, for fluid resuscitation or replacement of electrolytes, calories, vitamins, or other medical reasons. Examples: 0.9% Sodium Chloride (Normal Saline), 5% Glucose (Dextrose 5% in Water), Albumin etc.","Indicate 'Yes', if the patient received intravenous fluids between 00:00 and 24:00 hours on the day of assessment."
